Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	31/113	6.253213e-34	6.112692e-33	3.764056e+01	2.877801e+03	RPS4Y1;RPL26;RPL7;RPS8;RPS23;RPS2;RPL32;RPS6;RPL21;RPL10L;RPS15;RPL24;RPS18;RPL31;RPL17;RPL34;RPS24;RPL36;RPS17;FAU;RPL15;RPL3L;RPL27;RPL35A;RPL36AL;RPL26L1;RPL8;RPL7A;RPL35;UBA52;RPL29
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_STABILIZATION_OF_P53	3/57	3.219394e-02	7.256147e-02	5.264298e+00	1.808801e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING	2/11	7.552303e-03	2.219765e-02	2.151296e+01	1.051102e+02	EP300;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_STIMULI_SENSING_CHANNELS	3/106	1.393214e-01	2.317583e-01	2.761949e+00	5.443723e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUMOYLATION	22/189	1.010852e-15	7.581389e-15	1.234482e+01	4.262418e+02	H4C5;DAXX;CBX5;DNMT1;H4C11;TP53BP1;H4C2;DNMT3A;H4C13;H4C16;CREBBP;H4C15;H4C6;H4C12;H4C14;CBX2;H4C3;EP300;DNMT3B;H4C1;H4C9;H4C4
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	15/71	5.202289e-15	3.835586e-14	2.425403e+01	7.977071e+02	H4C3;H4C11;H4C16;H4C5;CBX2;H4C15;H4C6;H4C1;H4C9;H4C12;H4C14;H4C4;CBX5;H4C2;H4C13
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	1/77	6.119720e-01	6.713942e-01	1.585409e+00	7.785449e-01	CBX2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	4/16	3.452658e-05	2.115361e-04	2.978312e+01	3.059852e+02	CBX2;DNMT3B;DNMT3A;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	1/47	4.385339e-01	5.276964e-01	2.614066e+00	2.154822e+00	CBX2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	4/44	1.975085e-03	7.503596e-03	9.173293e+00	5.712341e+01	CREBBP;EP300;DAXX;CBX2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	1/20	2.175888e-01	3.165590e-01	6.246015e+00	9.526099e+00	TP53BP1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	3/13	4.645880e-04	2.208697e-03	2.741337e+01	2.103801e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	4/92	2.596951e-02	6.122893e-02	4.183020e+00	1.527150e+01	UBB;MCM2;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	3/30	5.666633e-03	1.773371e-02	1.045377e+01	5.407904e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SYNTHESIS_OF_DNA	4/121	6.050136e-02	1.232698e-01	3.143822e+00	8.818702e+00	UBB;MCM2;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_S_PHASE	4/163	1.381727e-01	2.307298e-01	2.308734e+00	4.569565e+00	UBB;MCM2;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION	3/44	1.633205e-02	4.118516e-02	6.920021e+00	2.847330e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	62/233	3.492968e-68	6.077764e-67	4.617571e+01	7.172244e+03	H4C5;H3-4;PYGO2;H2AZ2;H2BC12;H2BC6;UBC;H3C14;RBBP5;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;PYGO1;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;SMARCA4;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;UBB;CREBBP;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;EP300;H3C10;H2AC19;H2AC4;H2AX;H3C4;H2BC9;UBA52;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TCR_SIGNALING	3/124	1.925740e-01	2.908671e-01	2.349619e+00	3.870468e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TELOMERE_MAINTENANCE	42/112	9.475782e-53	1.230437e-51	6.469569e+01	7.749784e+03	H4C5;H3-4;H2AZ2;H2BC12;H2BC6;DAXX;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H2AC6;H2BC8;H2BC15;H2BC14;H3-3B;ATRX;H4C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;H2BC10;H4C3;H2BC21;H2AC19;H2AX;H2AC4;H2BC9;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	3/32	6.800963e-03	2.047349e-02	9.743599e+00	4.862729e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	1/15	1.680620e-01	2.620321e-01	8.402920e+00	1.498596e+01	ATAD2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TGFBR3_EXPRESSION	1/28	2.908058e-01	3.971758e-01	4.426372e+00	5.467011e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	3/47	1.947486e-02	4.772713e-02	6.452068e+00	2.541231e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	3/16	8.855502e-04	3.758189e-03	2.131678e+01	1.498421e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	3/79	7.189509e-02	1.402438e-01	3.744264e+00	9.856951e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	3/13	4.645880e-04	2.208697e-03	2.741337e+01	2.103801e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	3/19	1.491736e-03	5.819778e-03	1.743714e+01	1.134777e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	3/11	2.728861e-04	1.388368e-03	3.386859e+01	2.779411e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	3/33	7.415004e-03	2.201725e-02	9.423439e+00	4.621490e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	3/101	1.255505e-01	2.141744e-01	2.903229e+00	6.024337e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TNF_SIGNALING	3/57	3.219394e-02	7.256147e-02	5.264298e+00	1.808801e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	3/109	1.478196e-01	2.394843e-01	2.683548e+00	5.130307e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	3/170	3.428835e-01	4.459024e-01	1.698507e+00	1.818022e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	3/115	1.652990e-01	2.614729e-01	2.539291e+00	4.570722e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	1/49	4.521808e-01	5.374280e-01	2.505898e+00	1.988864e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	1/44	4.174273e-01	5.114955e-01	2.794967e+00	2.441809e+00	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	2/62	1.745577e-01	2.711878e-01	3.365334e+00	5.874191e+00	SUPT16H;SSRP1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	1/20	2.175888e-01	3.165590e-01	6.246015e+00	9.526099e+00	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	1/18	1.981399e-01	2.946696e-01	6.960875e+00	1.126814e+01	EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	2/15	1.396520e-02	3.648567e-02	1.513427e+01	6.464130e+01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	3/16	8.855502e-04	3.758189e-03	2.131678e+01	1.498421e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	2/30	5.138904e-02	1.085157e-01	7.160916e+00	2.125596e+01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	3/13	4.645880e-04	2.208697e-03	2.741337e+01	2.103801e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	2/55	1.445741e-01	2.386706e-01	3.807635e+00	7.363826e+00	CREBBP;SIRT5
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	5/51	3.778824e-04	1.878615e-03	9.820844e+00	7.739736e+01	EP300;UBB;TRIM33;UBC;UBA52
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	1/51	4.654980e-01	5.487578e-01	2.406297e+00	1.839969e+00	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	3/34	8.060819e-03	2.329871e-02	9.123607e+00	4.398254e+01	CBX5;CBX3;EHMT2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	1/34	3.412110e-01	4.443916e-01	3.631975e+00	3.905296e+00	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	65/237	1.086677e-72	2.100909e-71	4.951606e+01	8.204959e+03	H4C5;H2AZ2;H2BC12;H2BC6;UBC;H3C14;RBBP5;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;KMT2A;H2BC8;H3C13;H3C3;H2BC15;H3C1;SMARCA4;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;WDR5;H2AC20;H4C16;UBB;CREBBP;H4C15;H4C6;CBX6;H4C12;H2AC18;H4C14;CBX2;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;EP300;H3C10;H2AC19;H2AC4;H2AX;H3C4;H2BC9;UBA52;H3C12;H3C8;H4C1;H4C9;KAT2B;H4C4;H2BC17;H2AC7;H2BC13;PBRM1;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	3/119	1.772771e-01	2.739278e-01	2.451374e+00	4.240979e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	7/96	1.687660e-04	9.234365e-04	7.022138e+00	6.100129e+01	EP300;UBB;UBA52;UBC;BRD2;CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	52/106	1.697115e-73	3.515452e-72	1.124646e+02	1.884454e+04	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;H2AX;H2AC4;H2BC9;H3C4;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	3/38	1.096856e-02	3.011969e-02	8.093197e+00	3.652235e+01	CREBBP;EP300;ATAD2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	15/360	3.434689e-05	2.115361e-04	3.881270e+00	3.989557e+01	SUPT16H;EP300;BRPF1;KMT5A;BARD1;UBB;UBA52;UBC;SSRP1;CREBBP;EHMT2;DAXX;L3MBTL1;CHD4;PRMT5
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	1/41	3.955323e-01	4.921070e-01	3.002669e+00	2.785044e+00	EHMT2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION	1/31	3.164701e-01	4.229324e-01	3.990105e+00	4.590722e+00	CHD4
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	54/89	1.579398e-83	7.231980e-82	1.826496e+02	3.482351e+04	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;KMT2A;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;EP300;H3C10;H2AC19;H2AC4;H2AX;H2BC9;H3C4;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	2/84	2.729712e-01	3.802476e-01	2.463884e+00	3.199079e+00	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	3/76	6.558751e-02	1.308742e-01	3.897959e+00	1.061948e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	2/70	2.098789e-01	3.089588e-01	2.970538e+00	4.637678e+00	SUPT16H;SSRP1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSLATION	34/295	8.474317e-24	6.702415e-23	1.312147e+01	6.970780e+02	RPS4Y1;RPL26;RPL7;RPS8;RPS23;MRPL9;RPS2;MRPS15;RPS6;RPL32;RPL21;RPL10L;RPS15;RPL24;RPS18;RPL31;RPL17;RPL34;RPS24;RPL36;RPS17;FAU;RPL15;RPL3L;RPL27;RPL35A;RPL36AL;RPL26L1;RPL8;RPL7A;RPL35;UBA52;RPL29;MRPS7
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS	3/29	5.145484e-03	1.645798e-02	1.084906e+01	5.717058e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS	3/57	3.219394e-02	7.256147e-02	5.264298e+00	1.808801e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	3/19	1.491736e-03	5.819778e-03	1.743714e+01	1.134777e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	3/17	1.065728e-03	4.394232e-03	1.984519e+01	1.358224e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	3/39	1.177807e-02	3.182273e-02	7.870883e+00	3.495866e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	1/72	5.873031e-01	6.542301e-01	1.696907e+00	9.031178e-01	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRANSPORT_OF_SMALL_MOLECULES	3/736	9.947244e-01	9.996595e-01	3.714485e-01	1.964798e-03	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	1/17	1.882360e-01	2.853054e-01	7.383292e+00	1.233053e+01	TNPO1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	37/221	6.186382e-32	5.665424e-31	2.079946e+01	1.494657e+03	USP17L27;H2AC17;H2BC12;H2BC6;UBC;H2BC3;H2BC5;H2BC4;H2BC11;H2AC6;H2AC15;H2BC8;H2BC15;H2BC14;H2AC11;H2AC21;H2BC26;H2BC7;H2AC20;UBB;H2AC18;H2AC12;H2BC10;H2AC1;H2AC16;H2BC21;H2AC19;H2BC18;H2AC4;H2BC9;UBA52;H2BC17;USP17L30;H2AC7;H2BC13;H2AC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_UCH_PROTEINASES	20/102	5.769310e-19	4.481518e-18	2.266940e+01	9.520369e+02	H2AC17;UBC;H2AC6;H2AC15;ACTB;H2AC21;H2AC11;H2AC20;UBB;H2AC18;H2AC12;H2AC1;H2AC16;H2AC19;BARD1;H2AC4;UBA52;H2AC7;H2AC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_UNWINDING_OF_DNA	1/12	1.368628e-01	2.289820e-01	1.059734e+01	2.107573e+01	MCM2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_VESICLE_MEDIATED_TRANSPORT	4/725	9.792437e-01	9.894797e-01	4.889470e-01	1.025555e-02	ACTB;UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_VIRAL_INFECTION_PATHWAYS	98/888	2.872808e-73	5.680325e-72	2.285644e+01	3.817790e+03	H2AC17;H2BC6;RPS23;DAXX;RPS6;RPL21;RPL10L;RPL24;H4C11;RPL31;RPS17;FAU;H2BC14;H2AC20;CREBBP;H2BC10;H2AC16;EP300;H3C10;RPL7A;H2AC4;UBA52;H2BC17;H2BC13;H2AC13;H2AC8;RPS4Y1;SUPT16H;H2BC12;UBC;H3C14;H2BC3;H3C3;RPL15;H2AC11;H3C2;H4C13;H4C15;RPL8;H3C11;H2AC19;H3C12;H4C1;RPL29;H2AC21;RPL26;RPL7;RPS8;RPL32;H2BC5;H2BC4;RPS15;H2BC11;RPS18;H2AC6;RPL17;RPL34;H2BC8;H3C13;RPS24;H2BC15;CHD4;H4C2;RPL27;H4C16;UBB;RPL36AL;SSRP1;H4C12;H2AC1;H3C7;H2BC21;H3C15;RPL35;H4C9;H4C4;H2AC7;H4C5;RPS2;H3C6;H2AC15;RPL36;H3C1;RPL3L;H2BC26;H2BC7;RPL35A;H4C6;H2AC18;H2AC12;H4C14;CBX1;RPL26L1;H4C3;H2BC18;H3C4;H3C8;H2BC9
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	3/16	8.855502e-04	3.758189e-03	2.131678e+01	1.498421e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	1/15	1.680620e-01	2.620321e-01	8.402920e+00	1.498596e+01	KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA	2/17	1.780279e-02	4.437945e-02	1.317951e+01	5.309236e+01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	WNT_SIGNALING	3/89	9.475885e-02	1.721090e-01	3.308941e+00	7.797255e+00	ACTB;EP300;PYGO1
c2.cp.v2024.1.Hs.symbols.gmt	WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME	1/61	5.274082e-01	6.021590e-01	2.007073e+00	1.284086e+00	SMARCA5
c2.cp.v2024.1.Hs.symbols.gmt	WP_15Q11Q13_COPY_NUMBER_VARIATION	2/59	1.615780e-01	2.565198e-01	3.541705e+00	6.455704e+00	CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME	2/23	3.158105e-02	7.211420e-02	9.497295e+00	3.281504e+01	CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	WP_16P112_PROXIMAL_DELETION_SYNDROME	1/76	6.071584e-01	6.677974e-01	1.606527e+00	8.016018e-01	BPTF
c2.cp.v2024.1.Hs.symbols.gmt	WP_1P36_COPY_NUMBER_VARIATION_SYNDROME	1/112	7.481109e-01	7.889169e-01	1.084919e+00	3.148479e-01	MCM2
c2.cp.v2024.1.Hs.symbols.gmt	WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	2/29	4.834088e-02	1.030798e-01	7.421862e+00	2.248437e+01	PYGO2;PYGO1
c2.cp.v2024.1.Hs.symbols.gmt	WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME	4/130	7.453348e-02	1.444190e-01	2.918193e+00	7.577107e+00	CBX5;H4C1;TNPO1;ASF1A
c2.cp.v2024.1.Hs.symbols.gmt	WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	2/145	5.298737e-01	6.041811e-01	1.410097e+00	8.955760e-01	RPS6;CENPA
c2.cp.v2024.1.Hs.symbols.gmt	WP_5Q35_COPY_NUMBER_VARIATION	2/111	3.929268e-01	4.918651e-01	1.852626e+00	1.730597e+00	H2AX;BARD1
c2.cp.v2024.1.Hs.symbols.gmt	WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	2/106	3.712341e-01	4.714944e-01	1.941991e+00	1.924363e+00	SMARCA5;H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_ACUTE_VIRAL_MYOCARDITIS	1/85	6.484285e-01	7.025315e-01	1.434458e+00	6.214123e-01	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_ADHD_AND_AUTISM_ASD_PATHWAYS	1/367	9.895489e-01	9.964207e-01	3.237958e-01	3.401842e-03	DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1/38	3.728195e-01	4.721295e-01	3.243604e+00	3.200337e+00	DAXX
c2.cp.v2024.1.Hs.symbols.gmt	WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER	2/110	3.886141e-01	4.878706e-01	1.869840e+00	1.767314e+00	SMARCA4;BARD1
c2.cp.v2024.1.Hs.symbols.gmt	WP_ANDROGEN_RECEPTOR_SIGNALING	4/91	2.507109e-02	5.943283e-02	4.231140e+00	1.559615e+01	CREBBP;KAT2B;EP300;DAXX
c2.cp.v2024.1.Hs.symbols.gmt	WP_ANGIOGENESIS	1/24	2.550909e-01	3.585284e-01	5.181330e+00	7.078398e+00	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	WP_APOPTOSIS_MODULATION_AND_SIGNALING	1/92	6.775224e-01	7.277092e-01	1.324029e+00	5.154612e-01	DAXX
c2.cp.v2024.1.Hs.symbols.gmt	WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY	1/74	5.973524e-01	6.611916e-01	1.650487e+00	8.504104e-01	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586	1/46	4.315842e-01	5.229502e-01	2.671716e+00	2.245023e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	1/45	4.245491e-01	5.180332e-01	2.731957e+00	2.340543e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	WP_ATM_SIGNALING	2/40	8.523120e-02	1.592246e-01	5.297014e+00	1.304330e+01	TP53BP1;H2AX
c2.cp.v2024.1.Hs.symbols.gmt	WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE	1/47	4.385339e-01	5.276964e-01	2.614066e+00	2.154822e+00	TP53BP1
