Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,negative regulation of cytokine-mediated signaling pathway (GO:0001960),1/55,0.4022547420254098,0.5016026316793538,0,0,1.977977977977978,1.801284620568984,H2BC11
GO_Biological_Process_2021,positive regulation of response to DNA damage stimulus (GO:2001022),1/55,0.4022547420254098,0.5016026316793538,0,0,1.977977977977978,1.801284620568984,H2AX
GO_Biological_Process_2021,brain development (GO:0007420),2/150,0.4075806909236587,0.505064501541446,0,0,1.4443301997649824,1.2963099710621284,BPTF;PHF8
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),2/150,0.4075806909236587,0.505064501541446,0,0,1.4443301997649824,1.2963099710621284,H2AZ1;ACTB
GO_Biological_Process_2021,regulation of ATP metabolic process (GO:1903578),1/56,0.4078290919649072,0.505064501541446,0,0,1.941916461916462,1.7417186323567897,EP300
GO_Biological_Process_2021,telomere maintenance (GO:0000723),1/56,0.4078290919649072,0.505064501541446,0,0,1.941916461916462,1.7417186323567897,H3-4
GO_Biological_Process_2021,regulation of reactive oxygen species metabolic process (GO:2000377),1/57,0.4133517343291268,0.5101537644198797,0,0,1.9071428571428573,1.6848775466538184,SIRT5
GO_Biological_Process_2021,negative regulation of cell cycle G2/M phase transition (GO:1902750),1/57,0.4133517343291268,0.5101537644198797,0,0,1.9071428571428573,1.6848775466538184,MACROH2A1
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),8/764,0.4172918099843968,0.5141376907998882,0,0,1.1329885262469532,0.990197435937542,ING4;KAT2B;PBRM1;H2AC6;UHRF1;H2AC4;RPS6;DOT1L
GO_Biological_Process_2021,fat cell differentiation (GO:0045444),1/58,0.418823146229601,0.5142692373771631,0,0,1.8735893788525368,1.630597077575241,EP300
GO_Biological_Process_2021,regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),1/58,0.418823146229601,0.5142692373771631,0,0,1.8735893788525368,1.630597077575241,H2BC11
GO_Biological_Process_2021,negative regulation of autophagy (GO:0010507),1/59,0.4242438003627941,0.5200407875414896,0,0,1.841192917054986,1.5787253213211985,KDM4A
GO_Biological_Process_2021,mitotic spindle organization (GO:0007052),2/157,0.4300654744579858,0.5262835128112979,0,0,1.3786115007012625,1.1632969452268211,CENPN;CENPA
GO_Biological_Process_2021,cellular component assembly (GO:0022607),3/261,0.4386415469113683,0.5358700454653265,0,0,1.242597534629559,1.0239907318235697,CREBBP;KMT2A;ACTB
GO_Biological_Process_2021,organonitrogen compound catabolic process (GO:1901565),1/63,0.4454281418464158,0.543241754076203,0,0,1.7220575414123802,1.3926612432314915,TRIM24
GO_Biological_Process_2021,regulation of cellular ketone metabolic process (GO:0010565),1/64,0.4506019469537197,0.5477013563982922,0,0,1.6946374946374947,1.3509157479359994,SIRT5
GO_Biological_Process_2021,protein catabolic process (GO:0030163),1/64,0.4506019469537197,0.5477013563982922,0,0,1.6946374946374947,1.3509157479359994,TRIM24
GO_Biological_Process_2021,regulation of cellular catabolic process (GO:0031329),1/65,0.4557277406930319,0.5520728670811561,0,0,1.6680743243243243,1.3108724008731425,EP300
GO_Biological_Process_2021,protein autoubiquitination (GO:0051865),1/65,0.4557277406930319,0.5520728670811561,0,0,1.6680743243243243,1.3108724008731425,UHRF1
GO_Biological_Process_2021,positive regulation of cell death (GO:0010942),1/66,0.4608059662545573,0.554503179392984,0,0,1.6423284823284825,1.2724403416151262,DAXX
GO_Biological_Process_2021,cell-cell junction assembly (GO:0007043),1/66,0.4608059662545573,0.554503179392984,0,0,1.6423284823284825,1.2724403416151262,ACTB
GO_Biological_Process_2021,cellular response to nutrient levels (GO:0031669),1/66,0.4608059662545573,0.554503179392984,0,0,1.6423284823284825,1.2724403416151262,EHMT2
GO_Biological_Process_2021,embryonic organ development (GO:0048568),1/66,0.4608059662545573,0.554503179392984,0,0,1.6423284823284825,1.2724403416151262,KMT2A
GO_Biological_Process_2021,positive regulation of catabolic process (GO:0009896),1/67,0.4658370626075556,0.5596245577415228,0,0,1.6173628173628174,1.2355347635651497,BARD1
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),4/381,0.4743297350693939,0.5687060169016886,0,0,1.133121520389425,0.8451415817069101,BARD1;UBB;UBC;UBA52
GO_Biological_Process_2021,negative regulation of cellular catabolic process (GO:0031330),1/69,0.4757596041670636,0.5687060169016886,0,0,1.5696343402225754,1.1659912317146348,KDM4A
GO_Biological_Process_2021,cellular response to calcium ion (GO:0071277),1/69,0.4757596041670636,0.5687060169016886,0,0,1.5696343402225754,1.1659912317146348,LCE1D
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),4/384,0.4803863624151165,0.5717144599264925,0,0,1.1240023134759978,0.8240786808839965,DNMT1;SETDB1;DNMT3B;MPHOSPH8
GO_Biological_Process_2021,carbohydrate homeostasis (GO:0033500),1/70,0.4806519074451259,0.5717144599264925,0,0,1.54680767724246,1.133209797993012,RPS6
GO_Biological_Process_2021,"DNA-templated transcription, termination (GO:0006353)",1/70,0.4806519074451259,0.5717144599264925,0,0,1.54680767724246,1.133209797993012,PRMT5
GO_Biological_Process_2021,Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),1/71,0.4854987979393794,0.5736990705601177,0,0,1.5246332046332047,1.1016671240107607,ACTB
GO_Biological_Process_2021,regulation of glycolytic process (GO:0006110),1/71,0.4854987979393794,0.5736990705601177,0,0,1.5246332046332047,1.1016671240107607,EP300
GO_Biological_Process_2021,regulation of hematopoietic stem cell differentiation (GO:1902036),1/71,0.4854987979393794,0.5736990705601177,0,0,1.5246332046332047,1.1016671240107607,KMT2A
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),1/71,0.4854987979393794,0.5736990705601177,0,0,1.5246332046332047,1.1016671240107607,EP300
GO_Biological_Process_2021,extrinsic apoptotic signaling pathway (GO:0097191),1/72,0.490300694996258,0.5746706197845751,0,0,1.503083365055196,1.0713022458000423,DAXX
GO_Biological_Process_2021,Fc-gamma receptor signaling pathway (GO:0038094),1/72,0.490300694996258,0.5746706197845751,0,0,1.503083365055196,1.0713022458000423,ACTB
GO_Biological_Process_2021,response to ionizing radiation (GO:0010212),1/72,0.490300694996258,0.5746706197845751,0,0,1.503083365055196,1.0713022458000423,H2AX
GO_Biological_Process_2021,cell junction organization (GO:0034330),1/72,0.490300694996258,0.5746706197845751,0,0,1.503083365055196,1.0713022458000423,ACTB
GO_Biological_Process_2021,cytoskeleton-dependent cytokinesis (GO:0061640),1/72,0.490300694996258,0.5746706197845751,0,0,1.503083365055196,1.0713022458000423,CENPA
GO_Biological_Process_2021,regulation of mitotic cell cycle (GO:0007346),2/178,0.4946623731315217,0.5788431659658974,0,0,1.212821146245059,0.8536803344941165,L3MBTL1;PRMT5
GO_Biological_Process_2021,Fc receptor mediated stimulatory signaling pathway (GO:0002431),1/74,0.4997711663990021,0.5829317966721802,0,0,1.461754905590522,1.013880441893166,ACTB
GO_Biological_Process_2021,negative regulation of protein binding (GO:0032091),1/74,0.4997711663990021,0.5829317966721802,0,0,1.461754905590522,1.013880441893166,ACTB
GO_Biological_Process_2021,regulation of hematopoietic progenitor cell differentiation (GO:1901532),1/75,0.5044405602749028,0.5874291685781933,0,0,1.4419284149013878,0.9867192063702964,KMT2A
GO_Biological_Process_2021,regulation of BMP signaling pathway (GO:0030510),1/76,0.5090665997144485,0.5890161618490894,0,0,1.4226306306306309,0.960526665786048,TRIM33
GO_Biological_Process_2021,regulation of cell division (GO:0051302),1/76,0.5090665997144485,0.5890161618490894,0,0,1.4226306306306309,0.960526665786048,MLLT3
GO_Biological_Process_2021,cell morphogenesis involved in neuron differentiation (GO:0048667),1/76,0.5090665997144485,0.5890161618490894,0,0,1.4226306306306309,0.960526665786048,ACTB
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),1/76,0.5090665997144485,0.5890161618490894,0,0,1.4226306306306309,0.960526665786048,TRIM24
GO_Biological_Process_2021,positive regulation of protein modification by small protein conjugation or removal (GO:1903322),1/77,0.5136496849820298,0.5933681160912408,0,0,1.4038406827880512,0.9352580255047814,UBB
GO_Biological_Process_2021,protein modification process (GO:0036211),1/78,0.5181902128189302,0.596703881427859,0,0,1.3855387855387855,0.9108710681708097,UBA52
GO_Biological_Process_2021,negative regulation of protein serine/threonine kinase activity (GO:0071901),1/78,0.5181902128189302,0.596703881427859,0,0,1.3855387855387855,0.9108710681708097,MACROH2A1
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),6/621,0.5202074103454737,0.5980728507475033,0,0,1.0405962059620597,0.6800584252186501,UBB;H3C13;UBC;H3C1;UBA52;SMARCA4
GO_Biological_Process_2021,axon development (GO:0061564),1/79,0.522688576373673,0.599970035201577,0,0,1.3677061677061677,0.8873259761822777,ACTB
GO_Biological_Process_2021,negative regulation of cellular component organization (GO:0051129),1/80,0.527145164957789,0.6003135790213306,0,0,1.3503250085528566,0.8645851688620262,EP300
GO_Biological_Process_2021,negative regulation of cellular response to growth factor stimulus (GO:0090288),1/80,0.527145164957789,0.6003135790213306,0,0,1.3503250085528566,0.8645851688620262,TRIM33
GO_Biological_Process_2021,regulation of NIK/NF-kappaB signaling (GO:1901222),1/80,0.527145164957789,0.6003135790213306,0,0,1.3503250085528566,0.8645851688620262,EP300
GO_Biological_Process_2021,regulation of organelle organization (GO:0033043),1/80,0.527145164957789,0.6003135790213306,0,0,1.3503250085528566,0.8645851688620262,EP300
GO_Biological_Process_2021,regulation of protein localization to plasma membrane (GO:1903076),1/80,0.527145164957789,0.6003135790213306,0,0,1.3503250085528566,0.8645851688620262,ACTB
GO_Biological_Process_2021,positive regulation of cellular amide metabolic process (GO:0034250),1/81,0.5315603645091088,0.604388319961538,0,0,1.3333783783783784,0.8426131507447103,RPL26
GO_Biological_Process_2021,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),1/82,0.5359345573811393,0.6074485878009146,0,0,1.3168501835168502,0.8213763734658154,ACTB
GO_Biological_Process_2021,ephrin receptor signaling pathway (GO:0048013),1/82,0.5359345573811393,0.6074485878009146,0,0,1.3168501835168502,0.8213763734658154,ACTB
GO_Biological_Process_2021,MAPK cascade (GO:0000165),3/303,0.5371788670880819,0.607904611344193,0,0,1.0663387978142076,0.6626486854252323,UBB;UBC;UBA52
GO_Biological_Process_2021,response to insulin (GO:0032868),1/84,0.5445614347599685,0.6152947666614982,0,0,1.284988603060892,0.7809833251751006,KAT2B
GO_Biological_Process_2021,regulation of cell cycle G2/M phase transition (GO:1902749),1/85,0.5488148664429428,0.6181658870074956,0,0,1.2696267696267696,0.7617685886739638,MACROH2A1
GO_Biological_Process_2021,positive regulation of protein catabolic process (GO:0045732),1/85,0.5488148664429428,0.6181658870074956,0,0,1.2696267696267696,0.7617685886739638,BARD1
GO_Biological_Process_2021,glucose homeostasis (GO:0042593),1/86,0.5530287859882116,0.6219420303481134,0,0,1.2546263910969793,0.7431719514062968,RPS6
GO_Biological_Process_2021,negative regulation of binding (GO:0051100),1/88,0.5613395453906707,0.62932787542246,0,0,1.225660142901522,0.7077320860736537,ACTB
GO_Biological_Process_2021,positive regulation of neuron projection development (GO:0010976),1/88,0.5613395453906707,0.62932787542246,0,0,1.225660142901522,0.7077320860736537,EP300
GO_Biological_Process_2021,negative regulation of protein kinase activity (GO:0006469),1/90,0.5694965934875279,0.6364961927213547,0,0,1.1979957485575463,0.6744745747089271,MACROH2A1
GO_Biological_Process_2021,protein complex oligomerization (GO:0051259),1/90,0.5694965934875279,0.6364961927213547,0,0,1.1979957485575463,0.6744745747089271,TP53BP1
GO_Biological_Process_2021,regulation of stem cell differentiation (GO:2000736),1/91,0.573518361597015,0.6400003973308267,0,0,1.1846246246246246,0.6586102158434641,KMT2A
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),3/321,0.5763306572525925,0.6421461952721786,0,0,1.005052067223425,0.5538577867692556,UBB;UBC;UBA52
GO_Biological_Process_2021,mitotic cell cycle phase transition (GO:0044772),2/209,0.5811392818100284,0.6458569123087089,0,0,1.0295631169922286,0.5588106430977463,NASP;PHF8
GO_Biological_Process_2021,regulation of epithelial cell proliferation (GO:0050678),1/93,0.5814501288097795,0.6458569123087089,0,0,1.1587544065804936,0.6283114872932175,UHRF1
GO_Biological_Process_2021,mRNA metabolic process (GO:0016071),1/95,0.5892351577414657,0.6534988999836224,0,0,1.1339850488786658,0.5997986278441038,H2AB2
GO_Biological_Process_2021,double-strand break repair via homologous recombination (GO:0000724),1/97,0.5968761486232644,0.6609579437208543,0,0,1.1102477477477477,0.5729385132688115,MCM2
GO_Biological_Process_2021,positive regulation of cytokine production (GO:0001819),3/335,0.6053246827463742,0.6692870152264658,0,0,0.9619790637961684,0.4829041580672004,CREBBP;AIRE;EP300
GO_Biological_Process_2021,positive regulation of translation (GO:0045727),1/100,0.6080733489730797,0.6712981008540727,0,0,1.0764400764400763,0.5354856269608474,RPL26
GO_Biological_Process_2021,positive regulation of cell cycle process (GO:0090068),1/101,0.6117365710073271,0.6743111515531148,0,0,1.0656216216216217,0.5237035061687408,ATRX
GO_Biological_Process_2021,regulation of cell death (GO:0010941),1/102,0.6153657361992282,0.6752189385043202,0,0,1.055017393631255,0.5122515574271667,UBB
GO_Biological_Process_2021,cell junction assembly (GO:0034329),1/102,0.6153657361992282,0.6752189385043202,0,0,1.055017393631255,0.5122515574271667,ACTB
GO_Biological_Process_2021,regulation of protein catabolic process (GO:0042176),1/102,0.6153657361992282,0.6752189385043202,0,0,1.055017393631255,0.5122515574271667,BARD1
GO_Biological_Process_2021,cellular response to organonitrogen compound (GO:0071417),1/103,0.6189611595233554,0.6781334706765745,0,0,1.0446210916799152,0.5011180622401419,ACTB
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),1/105,0.6260520256516685,0.6848629735159162,0,0,1.0244282744282744,0.4797620967964804,UHRF1
GO_Biological_Process_2021,cellular response to peptide hormone stimulus (GO:0071375),1/106,0.6295480840011554,0.6876455622523966,0,0,1.0146203346203346,0.4695186483305331,KAT2B
GO_Biological_Process_2021,response to calcium ion (GO:0051592),1/107,0.6330116314330837,0.6903842868499794,0,0,1.004997450280469,0.4595516484233167,LCE1D
GO_Biological_Process_2021,regulation of autophagy (GO:0010506),2/231,0.6356576194228677,0.692224436234254,0,0,0.9296088855135752,0.4212013191036926,KDM4A;EP300
GO_Biological_Process_2021,regulation of protein kinase activity (GO:0045859),1/110,0.643210201788889,0.6993942254391232,0,0,0.9771881973716836,0.4312172235797125,DAXX
GO_Biological_Process_2021,regulation of Wnt signaling pathway (GO:0030111),1/111,0.6465466852379852,0.7019649725440982,0,0,0.9682555282555284,0.4222657936184189,SMARCA4
GO_Biological_Process_2021,positive regulation of kinase activity (GO:0033674),1/114,0.6563710729497529,0.7115614334380205,0,0,0.9424061229370964,0.396780298090204,DAXX
GO_Biological_Process_2021,regulation of protein-containing complex assembly (GO:0043254),1/116,0.6627692842952215,0.7174204246793853,0,0,0.9259224441833136,0.3808581390146061,EP300
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),4/485,0.66376929800405,0.71742729514809,0,0,0.8833702679856525,0.3620233620838169,BARD1;UBB;UBC;UBA52
GO_Biological_Process_2021,positive regulation of cell projection organization (GO:0031346),1/117,0.6659238136678094,0.718680109817875,0,0,0.9178937558247904,0.373197251391759,EP300
GO_Biological_Process_2021,regulation of protein binding (GO:0043393),1/118,0.669048991868465,0.7209751822821369,0,0,0.91000231000231,0.3657280993241693,ACTB
GO_Biological_Process_2021,protein homooligomerization (GO:0051260),1/121,0.678251123562126,0.7298022521786214,0,0,0.8871171171171172,0.3444122833508931,TP53BP1
GO_Biological_Process_2021,circulatory system development (GO:0072359),1/126,0.6930258532436303,0.7445902768480671,0,0,0.8514162162162162,0.3122040875425781,KAT2B
GO_Biological_Process_2021,positive regulation of macromolecule biosynthetic process (GO:0010557),1/129,0.7015647054836872,0.7515277705626442,0,0,0.8313344594594595,0.2946599689754678,RPL26
GO_Biological_Process_2021,cellular response to insulin stimulus (GO:0032869),1/129,0.7015647054836872,0.7515277705626442,0,0,0.8313344594594595,0.2946599689754678,KAT2B
GO_Biological_Process_2021,Golgi organization (GO:0007030),1/130,0.7043581584413251,0.7534023561402026,0,0,0.8248481039178713,0.2890831163729312,PRMT5
GO_Biological_Process_2021,central nervous system development (GO:0007417),2/268,0.7146416178699846,0.7632710770741552,0,0,0.7987904543968617,0.2683729005666061,BPTF;PHF8
GO_Biological_Process_2021,positive regulation of transferase activity (GO:0051347),1/148,0.7504178737141952,0.8002979391752569,0,0,0.7231844088986946,0.2076443687185308,RPS2
GO_Biological_Process_2021,negative regulation of protein phosphorylation (GO:0001933),1/152,0.7596415404951163,0.8089398115596962,0,0,0.7038840164667979,0.1935037795316626,MACROH2A1
GO_Biological_Process_2021,positive regulation of Wnt signaling pathway (GO:0030177),1/153,0.7618939787228196,0.8101435237671218,0,0,0.6992176386913229,0.1901507464667667,SMARCA4
GO_Biological_Process_2021,positive regulation of protein kinase activity (GO:0045860),1/154,0.7641254212177655,0.8113214031165098,0,0,0.6946122593181416,0.1868669095839964,DAXX
GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595),1/156,0.7685260959001209,0.8147956552714938,0,0,0.6855797733217088,0.1804999635213422,CREBBP
GO_Biological_Process_2021,cellular response to starvation (GO:0009267),1/158,0.7728451003448069,0.8181732587228014,0,0,0.6767774143570322,0.1743897288919785,EHMT2
GO_Biological_Process_2021,heart development (GO:0007507),1/164,0.7853270312502514,0.829867834564887,0,0,0.651666390316697,0.1574784725939511,KAT2B
GO_Biological_Process_2021,negative regulation of canonical Wnt signaling pathway (GO:0090090),1/165,0.7873399815470189,0.829867834564887,0,0,0.6476598549769281,0.1548523152561001,MLLT3
GO_Biological_Process_2021,regulation of neuron projection development (GO:0010975),1/165,0.7873399815470189,0.829867834564887,0,0,0.6476598549769281,0.1548523152561001,EP300
GO_Biological_Process_2021,cellular protein-containing complex assembly (GO:0034622),1/168,0.7932668791828055,0.8348960448542063,0,0,0.6359281437125749,0.1472781410679301,CENPA
GO_Biological_Process_2021,neuron projection development (GO:0031175),1/171,0.7990294542851067,0.8397369228440278,0,0,0.624610492845787,0.1401360298847353,UBB
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701),2/323,0.8052405130293373,0.8450343755918337,0,0,0.6600636597589056,0.142979209289515,H2AZ1;ACTB
GO_Biological_Process_2021,mitochondrion organization (GO:0007005),1/175,0.8064650897276904,0.8450911390179862,0,0,0.6101273687480584,0.1312351441201271,SIRT5
GO_Biological_Process_2021,positive regulation of developmental process (GO:0051094),1/177,0.8100796399275432,0.8476485507647626,0,0,0.6031326781326781,0.1270334423246912,TP53BP1
GO_Biological_Process_2021,regulation of translation (GO:0006417),1/178,0.8118616550855987,0.8476749232413673,0,0,0.5996946098641014,0.1249915462683158,RPL26
GO_Biological_Process_2021,protein stabilization (GO:0050821),1/179,0.8136270385128359,0.8476749232413673,0,0,0.5962951715760705,0.1229877882498776,EP300
GO_Biological_Process_2021,RNA processing (GO:0006396),1/179,0.8136270385128359,0.8476749232413673,0,0,0.5962951715760705,0.1229877882498776,H2AB2
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),1/180,0.8153759446453344,0.8482729568212268,0,0,0.5929337158387438,0.1210213232686982,RPL26
GO_Biological_Process_2021,intracellular protein transport (GO:0006886),2/336,0.8225473408755237,0.8545024174275225,0,0,0.6339494923197084,0.1238415519690231,TNPO1;IPO4
GO_Biological_Process_2021,cellular response to cytokine stimulus (GO:0071345),3/482,0.8291832609619717,0.8601584977220453,0,0,0.6617269584859167,0.1239507801438669,UBB;UBC;UBA52
GO_Biological_Process_2021,negative regulation of Wnt signaling pathway (GO:0030178),1/191,0.8335691653151196,0.8611445367354578,0,0,0.5582930298719773,0.1016308806835821,MLLT3
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),2/345,0.8337119545402838,0.8611445367354578,0,0,0.6170300418303968,0.1122175966915678,TP53BP1;MACROH2A1
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),2/345,0.8337119545402838,0.8611445367354578,0,0,0.6170300418303968,0.1122175966915678,RBBP5;WDR5
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),4/625,0.8368803249526207,0.8631822780225601,0,0,0.6792659836138097,0.120959746385661,H3-5;RPS6;DOT1L;HDGFL2
GO_Biological_Process_2021,regulation of signal transduction (GO:0009966),1/198,0.8442063722761229,0.8694964347836815,0,0,0.5382631362326794,0.0911593282844137,CREBBP
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401),1/214,0.8660484145585636,0.8907221585630811,0,0,0.4974241847481284,0.0715367935177768,DAXX
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),1/219,0.8722277957174157,0.8958015199259944,0,0,0.4858913959831391,0.0664236159312466,H2AZ1
GO_Biological_Process_2021,axonogenesis (GO:0007409),1/240,0.8952313175103738,0.9181207546058096,0,0,0.4427230577858193,0.0489975504164322,ACTB
GO_Biological_Process_2021,regulation of canonical Wnt signaling pathway (GO:0060828),1/253,0.9073552989964028,0.92756632339899,0,0,0.4196053196053196,0.0407945225013159,MLLT3
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),1/253,0.9073552989964028,0.92756632339899,0,0,0.4196053196053196,0.0407945225013159,DAXX
GO_Biological_Process_2021,organelle assembly (GO:0070925),2/425,0.9082955549073212,0.92756632339899,0,0,0.4982783430979545,0.0479271278248672,CENPA;RPS23
GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),1/258,0.9116373837816026,0.9296641117094876,0,0,0.411336628457251,0.0380539745983625,MACROH2A1
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),1/266,0.9180829110302964,0.9349165892297236,0,0,0.3987557368689444,0.034080686012419,DAXX
GO_Biological_Process_2021,"mRNA splicing, via spliceosome (GO:0000398)",1/274,0.9240606062062324,0.9396785319449296,0,0,0.3869121869121869,0.0305574030364628,PRMT5
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),2/474,0.9371465340549294,0.9516452849334164,0,0,0.4454218865143699,0.0289148390706265,RPS6;DOT1L
GO_Biological_Process_2021,mRNA processing (GO:0006397),1/300,0.9406492756040786,0.953860641834473,0,0,0.3527976136671789,0.0215858949773615,H2AB2
GO_Biological_Process_2021,cilium assembly (GO:0060271),1/314,0.9480327024216424,0.9599994546261232,0,0,0.3367757533891719,0.0179724695219312,TNPO1
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),2/546,0.9644489860468998,0.972754949919776,0,0,0.3850303708439898,0.0139374601356198,RPS15;EP300
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process (GO:0006511),1/354,0.9644647386258968,0.972754949919776,0,0,0.2980016844039507,0.0107822988914443,UHRF1
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),5/1025,0.9646711137708582,0.972754949919776,0,0,0.5089914418806196,0.0183074298749004,BRD2;RBBP5;WDR5;SIRT5;UBA52
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),1/371,0.9697724116732414,0.9765351202623156,0,0,0.2840613586559533,0.0087189401861338,DAXX
GO_Biological_Process_2021,phosphorylation (GO:0016310),1/400,0.9770693613115294,0.982007817725104,0,0,0.2630224209171578,0.0061014981913478,BRD2
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1/404,0.9779274528315096,0.982007817725104,0,0,0.2603581248742539,0.0058111388822554,ACTB
GO_Biological_Process_2021,organelle organization (GO:0006996),1/420,0.9810519523172904,0.9837770966292828,0,0,0.2502096368444817,0.0047864758963856,SIRT5
GO_Biological_Process_2021,nervous system development (GO:0007399),1/447,0.9853585737464332,0.9867252291885228,0,0,0.2347351836141074,0.0034622664473666,EP300
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),1/496,0.9908382978899256,0.9908382978899256,0,0,0.2109636909636909,0.0019416947513147,BRD2
